dt,atm_id,region,total_withdrawn_amount_kwd,total_withdraw_txn_count,total_deposited_amount_kwd,total_deposit_txn_count,reported_dt,dup_flag
2024-01-17,ATM_0116,Kuwait City,880.2,33,5.0,1,2024-01-17,false
2024-01-17,ATM_0117,Kuwait City,1218.05,39,20.82,2,2024-01-17,false
2024-01-17,ATM_0118,Mubarak Al-Kabeer,739.57,20,0.0,0,2024-01-17,false
2024-01-17,ATM_0121,Kuwait City,1309.9,42,15.81,3,2024-01-17,false
2024-01-17,ATM_0122,Ahmadi,1111.62,34,13.11,2,2024-01-17,false
2024-01-17,ATM_0123,Kuwait City,1058.33,33,18.26,3,2024-01-17,false
2024-01-17,ATM_0125,Farwaniya,1378.01,56,21.54,4,2024-01-17,false
2024-01-17,ATM_0128,Hawalli,1251.55,42,22.44,2,2024-01-17,false
2024-01-17,ATM_0130,Kuwait City,1311.16,38,10.0,2,2024-01-17,false
2024-01-17,ATM_0131,Ahmadi,970.72,26,5.0,1,2024-01-17,false
2024-01-17,ATM_0132,Hawalli,669.2,20,30.93,3,2024-01-17,false
2024-01-17,ATM_0133,Mubarak Al-Kabeer,638.35,28,5.0,1,2024-01-17,false
2024-01-17,ATM_0134,Kuwait City,657.61,21,5.0,1,2024-01-17,false
2024-01-17,ATM_0138,Jahra,881.85,33,15.15,3,2024-01-17,false
2024-01-17,ATM_0139,Mubarak Al-Kabeer,902.47,34,5.0,1,2024-01-17,false
2024-01-17,ATM_0140,Hawalli,588.11,25,10.72,2,2024-01-17,false
2024-01-17,ATM_0142,Farwaniya,869.95,32,16.23,3,2024-01-17,false
2024-01-17,ATM_0143,Kuwait City,1162.34,34,8.53,1,2024-01-17,false
2024-01-17,ATM_0145,Farwaniya,874.24,27,5.0,1,2024-01-17,false
2024-01-17,ATM_0146,Mubarak Al-Kabeer,893.23,34,15.0,3,2024-01-17,false
2024-01-17,ATM_0150,Kuwait City,1329.71,41,13.54,2,2024-01-17,false
2024-01-17,ATM_0152,Kuwait City,830.64,29,11.18,2,2024-01-17,false
2024-01-17,ATM_0153,Hawalli,704.47,24,12.09,2,2024-01-17,false
2024-01-17,ATM_0154,Kuwait City,999.81,31,21.79,3,2024-01-19,false
2024-01-17,ATM_0155,Ahmadi,672.58,23,10.59,2,2024-01-17,false
2024-01-17,ATM_0157,Jahra,910.92,39,16.35,3,2024-01-17,false
2024-01-17,ATM_0158,Jahra,668.81,25,10.55,2,2024-01-17,false
2024-01-17,ATM_0160,Kuwait City,882.92,29,17.04,2,2024-01-17,false
2024-01-17,ATM_0161,Kuwait City,1091.94,33,0.0,0,2024-01-17,false
2024-01-17,ATM_0163,Farwaniya,1440.41,47,43.44,4,2024-01-17,false
2024-01-17,ATM_0164,Kuwait City,1124.29,27,0.0,0,2024-01-17,false
2024-01-17,ATM_0165,Kuwait City,567.3,24,14.18,2,2024-01-17,false
2024-01-17,ATM_0166,Jahra,1173.75,38,46.9,4,2024-01-17,false
2024-01-17,ATM_0170,Farwaniya,845.17,23,21.29,2,2024-01-17,false
2024-01-17,ATM_0171,Kuwait City,574.98,21,13.8,1,2024-01-17,false
2024-01-17,ATM_0172,Kuwait City,1326.47,35,10.77,1,2024-01-17,false
2024-01-17,ATM_0173,Mubarak Al-Kabeer,960.14,41,36.05,4,2024-01-17,false
2024-01-17,ATM_0175,Hawalli,786.12,23,22.45,3,2024-01-19,false
2024-01-17,ATM_0176,Mubarak Al-Kabeer,1075.47,33,25.41,3,2024-01-17,false
2024-01-17,ATM_0177,Hawalli,1069.35,34,26.2,2,2024-01-17,false
2024-01-17,ATM_0179,Ahmadi,744.63,21,27.68,4,2024-01-17,false
2024-01-17,ATM_0180,Hawalli,1055.77,44,19.4,3,2024-01-17,false
2024-01-17,ATM_0181,Farwaniya,983.15,31,8.05,1,2024-01-17,false
2024-01-17,ATM_0184,Farwaniya,980.99,33,21.75,2,2024-01-17,false
2024-01-17,ATM_0185,Hawalli,698.37,19,10.83,1,2024-01-17,false
2024-01-17,ATM_0186,Hawalli,673.11,23,7.51,1,2024-01-17,false
2024-01-17,ATM_0187,Mubarak Al-Kabeer,1145.29,35,5.0,1,2024-01-18,false
2024-01-17,ATM_0189,Hawalli,1107.4,35,24.53,4,2024-01-17,false
2024-01-17,ATM_0190,Jahra,818.76,22,0.0,0,2024-01-17,false
2024-01-17,ATM_0191,Hawalli,956.49,36,15.61,3,2024-01-17,false
2024-01-17,ATM_0192,Kuwait City,564.36,21,5.0,1,2024-01-17,false
2024-01-17,ATM_0194,Hawalli,496.72,22,5.0,1,2024-01-17,false
2024-01-17,ATM_0196,Farwaniya,1035.46,33,19.22,3,2024-01-17,false
2024-01-17,ATM_0197,Kuwait City,1677.82,63,26.7,4,2024-01-17,false
2024-01-17,ATM_0198,Farwaniya,701.62,24,10.46,2,2024-01-17,false
2024-01-17,ATM_0202,Kuwait City,1025.73,32,0.0,0,2024-01-17,false
2024-01-17,ATM_0204,Kuwait City,990.94,35,27.81,5,2024-01-17,false
2024-01-17,ATM_0206,Farwaniya,740.14,25,18.02,3,2024-01-17,false
2024-01-17,ATM_0209,Mubarak Al-Kabeer,891.66,26,64.35,4,2024-01-17,false
2024-01-17,ATM_0211,Kuwait City,1149.87,35,6.27,1,2024-01-17,false
2024-01-17,ATM_0212,Hawalli,865.96,32,28.53,3,2024-01-17,false
2024-01-17,ATM_0213,Kuwait City,1803.2,63,38.11,6,2024-01-17,false
2024-01-17,ATM_0216,Hawalli,661.18,28,28.86,4,2024-01-17,false
2024-01-17,ATM_0218,Ahmadi,1450.44,50,24.74,4,2024-01-17,false
2024-01-17,ATM_0219,Hawalli,996.54,27,34.39,3,2024-01-17,false
2024-01-17,ATM_0220,Hawalli,908.37,32,15.99,2,2024-01-17,false
2024-01-17,ATM_0222,Hawalli,1348.4,43,5.0,1,2024-01-17,false
2024-01-17,ATM_0223,Mubarak Al-Kabeer,965.27,37,10.78,2,2024-01-17,false
2024-01-17,ATM_0224,Farwaniya,717.29,24,19.01,3,2024-01-17,false
2024-01-17,ATM_0225,Farwaniya,1210.25,44,35.09,3,2024-01-17,false
2024-01-17,ATM_0226,Farwaniya,869.52,31,10.0,2,2024-01-17,false
2024-01-17,ATM_0227,Ahmadi,970.35,34,9.9,1,2024-01-17,false
2024-01-17,ATM_0229,Farwaniya,855.37,34,15.53,2,2024-01-17,false
2024-01-17,ATM_0230,Ahmadi,1691.21,58,32.36,5,2024-01-17,false
2024-01-17,ATM_0232,Ahmadi,532.92,17,5.0,1,2024-01-17,false
2024-01-17,ATM_0233,Farwaniya,880.61,27,21.02,2,2024-01-17,false
2024-01-17,ATM_0234,Kuwait City,820.05,37,17.67,3,2024-01-17,false
2024-01-17,ATM_0235,Jahra,447.97,11,5.0,1,2024-01-17,false
2024-01-17,ATM_0236,Hawalli,820.92,25,6.23,1,2024-01-17,false
2024-01-17,ATM_0239,Kuwait City,831.89,27,48.66,3,2024-01-17,false
2024-01-17,ATM_0240,Kuwait City,1181.49,35,17.83,3,2024-01-17,false
2024-01-17,ATM_0243,Kuwait City,1226.44,38,12.77,2,2024-01-17,false
2024-01-17,ATM_0244,Ahmadi,801.43,30,10.0,2,2024-01-17,false
2024-01-17,ATM_0247,Kuwait City,481.69,19,7.02,1,2024-01-17,false
2024-01-17,ATM_0248,Kuwait City,953.78,32,12.34,2,2024-01-17,false
2024-01-17,ATM_0249,Ahmadi,867.36,37,22.61,3,2024-01-17,false
2024-01-17,ATM_0250,Kuwait City,1467.01,51,0.0,0,2024-01-17,false
2024-01-18,ATM_0002,Kuwait City,1008.7,37,5.11,1,2024-01-18,false
2024-01-18,ATM_0004,Ahmadi,987.53,39,8.88,1,2024-01-18,false
2024-01-18,ATM_0005,Ahmadi,1106.13,41,20.4,4,2024-01-18,false
2024-01-18,ATM_0006,Ahmadi,900.86,28,10.57,2,2024-01-18,false
2024-01-18,ATM_0007,Farwaniya,1047.7,34,12.34,2,2024-01-18,false
2024-01-18,ATM_0010,Kuwait City,957.97,31,13.31,1,2024-01-18,false
2024-01-18,ATM_0015,Mubarak Al-Kabeer,527.09,18,0.0,0,2024-01-18,false
2024-01-18,ATM_0016,Kuwait City,743.49,28,28.24,3,2024-01-18,false
2024-01-18,ATM_0020,Farwaniya,926.11,32,12.6,2,2024-01-20,false
2024-01-18,ATM_0022,Ahmadi,1005.4,36,42.46,4,2024-01-18,false
2024-01-18,ATM_0023,Kuwait City,817.26,32,17.93,2,2024-01-18,false
2024-01-18,ATM_0024,Kuwait City,541.78,18,0.0,0,2024-01-18,false
2024-01-18,ATM_0027,Hawalli,1342.57,48,18.85,3,2024-01-18,false
2024-01-18,ATM_0028,Jahra,844.67,30,10.0,2,2024-01-18,false
2024-01-18,ATM_0029,Hawalli,1200.53,37,17.03,3,2024-01-18,false
2024-01-18,ATM_0031,Farwaniya,1020.47,37,15.0,3,2024-01-18,false
2024-01-18,ATM_0032,Mubarak Al-Kabeer,561.42,16,0.0,0,2024-01-18,false
2024-01-18,ATM_0033,Kuwait City,798.78,28,5.0,1,2024-01-18,false
2024-01-18,ATM_0034,Jahra,1047.97,36,15.0,3,2024-01-18,false
2024-01-18,ATM_0037,Ahmadi,572.74,22,21.24,3,2024-01-18,false
2024-01-18,ATM_0038,Kuwait City,951.27,31,22.27,4,2024-01-18,false
2024-01-18,ATM_0039,Farwaniya,894.18,28,5.03,1,2024-01-18,false
2024-01-18,ATM_0042,Kuwait City,1273.42,45,20.96,4,2024-01-19,false
2024-01-18,ATM_0043,Kuwait City,1462.47,45,15.52,3,2024-01-18,false
2024-01-18,ATM_0044,Mubarak Al-Kabeer,1117.32,40,11.99,2,2024-01-18,false
2024-01-18,ATM_0046,Ahmadi,945.57,37,5.0,1,2024-01-18,false
2024-01-18,ATM_0049,Farwaniya,1141.44,34,18.96,3,2024-01-18,false
2024-01-18,ATM_0050,Kuwait City,1240.38,38,24.61,3,2024-01-18,false
2024-01-18,ATM_0051,Kuwait City,442.96,19,11.04,2,2024-01-18,false
2024-01-18,ATM_0052,Kuwait City,993.21,27,5.0,1,2024-01-18,false
2024-01-18,ATM_0054,Farwaniya,523.39,21,5.0,1,2024-01-18,false
2024-01-18,ATM_0056,Jahra,859.71,28,5.0,1,2024-01-18,false
2024-01-18,ATM_0058,Jahra,798.37,24,5.0,1,2024-01-18,false
2024-01-18,ATM_0060,Hawalli,1234.08,41,33.67,4,2024-01-18,false
2024-01-18,ATM_0061,Mubarak Al-Kabeer,912.7,26,13.25,2,2024-01-18,false
2024-01-18,ATM_0063,Ahmadi,919.84,43,27.27,4,2024-01-18,false
2024-01-18,ATM_0064,Hawalli,936.92,24,0.0,0,2024-01-18,false
2024-01-18,ATM_0066,Kuwait City,1014.98,33,0.0,0,2024-01-18,false
2024-01-18,ATM_0069,Farwaniya,1109.33,41,28.44,5,2024-01-18,false
2024-01-18,ATM_0072,Hawalli,1179.49,41,15.87,3,2024-01-18,false
2024-01-18,ATM_0073,Kuwait City,696.7,25,0.0,0,2024-01-18,false
2024-01-18,ATM_0074,Ahmadi,1045.03,35,16.26,3,2024-01-18,false
2024-01-18,ATM_0076,Mubarak Al-Kabeer,879.86,32,21.77,3,2024-01-18,false
2024-01-18,ATM_0077,Kuwait City,898.21,31,11.6,2,2024-01-18,false
2024-01-18,ATM_0078,Jahra,649.5,25,0.0,0,2024-01-18,false
2024-01-18,ATM_0080,Jahra,1374.15,42,27.81,3,2024-01-18,false
2024-01-18,ATM_0082,Ahmadi,1004.12,37,35.82,4,2024-01-18,false
2024-01-18,ATM_0083,Ahmadi,917.87,30,17.67,1,2024-01-18,false
2024-01-18,ATM_0085,Ahmadi,860.51,31,17.58,3,2024-01-18,false
2024-01-18,ATM_0086,Kuwait City,556.45,18,0.0,0,2024-01-18,false
2024-01-18,ATM_0087,Hawalli,839.06,29,20.2,2,2024-01-18,false
2024-01-18,ATM_0088,Hawalli,697.48,30,11.59,2,2024-01-18,false
2024-01-18,ATM_0089,Hawalli,726.23,23,12.06,2,2024-01-18,false
2024-01-18,ATM_0090,Farwaniya,622.11,23,14.4,2,2024-01-18,false
2024-01-18,ATM_0091,Kuwait City,962.63,33,7.1,1,2024-01-18,false
2024-01-18,ATM_0092,Ahmadi,709.71,21,26.22,3,2024-01-18,false
2024-01-18,ATM_0093,Kuwait City,516.48,18,0.0,0,2024-01-18,false
2024-01-18,ATM_0094,Ahmadi,902.72,32,28.11,4,2024-01-18,false
2024-01-18,ATM_0095,Farwaniya,1242.29,45,22.21,4,2024-01-18,false
2024-01-18,ATM_0097,Kuwait City,1227.28,48,24.47,3,2024-01-18,false
2024-01-18,ATM_0099,Kuwait City,1139.5,42,16.15,3,2024-01-18,false
2024-01-18,ATM_0100,Kuwait City,501.96,19,11.73,1,2024-01-18,false
2024-01-18,ATM_0101,Hawalli,1044.97,41,22.2,4,2024-01-18,false
2024-01-18,ATM_0102,Ahmadi,658.05,20,5.49,1,2024-01-18,false
2024-01-18,ATM_0103,Hawalli,659.82,25,27.65,3,2024-01-18,false
2024-01-18,ATM_0104,Farwaniya,1469.7,44,22.33,4,2024-01-18,false
2024-01-18,ATM_0106,Farwaniya,822.58,34,16.13,3,2024-01-18,false
2024-01-18,ATM_0108,Mubarak Al-Kabeer,1340.56,41,32.15,4,2024-01-18,false
2024-01-18,ATM_0109,Kuwait City,1382.86,41,11.86,2,2024-01-18,false
2024-01-18,ATM_0110,Farwaniya,760.82,32,10.86,2,2024-01-18,false
2024-01-18,ATM_0114,Farwaniya,343.39,15,0.0,0,2024-01-18,false
2024-01-18,ATM_0115,Hawalli,1020.1,38,0.0,0,2024-01-18,false
2024-01-18,ATM_0116,Kuwait City,1431.66,47,27.82,4,2024-01-18,false
2024-01-18,ATM_0117,Kuwait City,930.7,31,5.0,1,2024-01-18,false
2024-01-18,ATM_0118,Mubarak Al-Kabeer,901.56,28,12.6,2,2024-01-18,false
2024-01-18,ATM_0121,Kuwait City,768.61,31,27.86,4,2024-01-18,false
2024-01-18,ATM_0122,Ahmadi,1339.16,36,24.2,3,2024-01-18,false
2024-01-18,ATM_0123,Kuwait City,678.87,23,0.0,0,2024-01-18,false
2024-01-18,ATM_0125,Farwaniya,801.04,31,23.9,3,2024-01-18,false
2024-01-18,ATM_0128,Hawalli,967.39,26,15.0,3,2024-01-18,false
2024-01-18,ATM_0130,Kuwait City,1199.86,29,19.55,3,2024-01-18,false
2024-01-18,ATM_0131,Ahmadi,814.92,32,16.01,2,2024-01-18,false
2024-01-18,ATM_0133,Mubarak Al-Kabeer,766.27,33,26.27,3,2024-01-18,false
2024-01-18,ATM_0134,Kuwait City,619.29,21,6.07,1,2024-01-18,false
2024-01-18,ATM_0138,Jahra,843.9,30,19.07,3,2024-01-18,false
2024-01-18,ATM_0139,Mubarak Al-Kabeer,935.58,26,5.0,1,2024-01-18,false
2024-01-18,ATM_0140,Hawalli,1176.13,44,10.0,2,2024-01-18,false
2024-01-18,ATM_0142,Farwaniya,1451.59,47,24.52,3,2024-01-18,false
2024-01-18,ATM_0143,Kuwait City,977.83,30,7.8,1,2024-01-18,false
2024-01-18,ATM_0145,Farwaniya,895.31,31,7.47,1,2024-01-18,false
2024-01-18,ATM_0146,Mubarak Al-Kabeer,839.38,27,14.99,2,2024-01-18,false
2024-01-18,ATM_0150,Kuwait City,547.97,22,5.0,1,2024-01-18,false
2024-01-18,ATM_0152,Kuwait City,1075.47,36,26.25,4,2024-01-18,false
2024-01-18,ATM_0153,Hawalli,432.62,20,14.46,2,2024-01-20,false
2024-01-18,ATM_0154,Kuwait City,770.73,25,5.0,1,2024-01-18,false
2024-01-18,ATM_0155,Ahmadi,588.4,22,5.85,1,2024-01-18,false
2024-01-18,ATM_0156,Mubarak Al-Kabeer,779.45,28,18.59,2,2024-01-18,false
2024-01-18,ATM_0158,Jahra,711.2,19,21.12,3,2024-01-18,false
2024-01-18,ATM_0160,Kuwait City,1187.97,34,14.41,1,2024-01-18,false
2024-01-18,ATM_0161,Kuwait City,1116.29,35,18.66,3,2024-01-18,false
2024-01-18,ATM_0163,Farwaniya,1116.32,39,18.95,1,2024-01-18,false
2024-01-18,ATM_0164,Kuwait City,778.36,19,5.0,1,2024-01-18,false
2024-01-18,ATM_0166,Jahra,989.03,40,13.75,2,2024-01-18,false
2024-01-18,ATM_0168,Ahmadi,709.55,25,9.09,1,2024-01-18,false
2024-01-18,ATM_0170,Farwaniya,699.66,19,0.0,0,2024-01-18,false
2024-01-18,ATM_0172,Kuwait City,1190.01,36,16.86,2,2024-01-18,false
2024-01-18,ATM_0173,Mubarak Al-Kabeer,787.8,26,15.47,3,2024-01-19,false
2024-01-18,ATM_0175,Hawalli,890.93,30,13.96,2,2024-01-18,false
2024-01-18,ATM_0176,Mubarak Al-Kabeer,1457.87,37,12.38,2,2024-01-18,false
2024-01-18,ATM_0177,Hawalli,1035.83,36,28.42,4,2024-01-18,false
2024-01-18,ATM_0179,Ahmadi,577.31,18,0.0,0,2024-01-18,false
2024-01-18,ATM_0180,Hawalli,805.27,33,5.61,1,2024-01-18,false
2024-01-18,ATM_0181,Farwaniya,1091.51,37,11.05,2,2024-01-18,false
2024-01-18,ATM_0184,Farwaniya,968.49,32,5.79,1,2024-01-18,false
2024-01-18,ATM_0185,Hawalli,894.97,25,8.93,1,2024-01-18,false
2024-01-18,ATM_0186,Hawalli,1070.6,33,20.48,3,2024-01-18,false
2024-01-18,ATM_0187,Mubarak Al-Kabeer,636.8,30,11.62,2,2024-01-18,false
2024-01-18,ATM_0189,Hawalli,653.25,25,18.71,3,2024-01-18,false
2024-01-18,ATM_0190,Jahra,1339.52,38,29.8,3,2024-01-18,false
2024-01-18,ATM_0191,Hawalli,1071.32,30,16.3,3,2024-01-18,false
2024-01-18,ATM_0192,Kuwait City,733.82,24,0.0,0,2024-01-18,false
2024-01-18,ATM_0194,Hawalli,908.23,30,10.0,2,2024-01-18,false
2024-01-18,ATM_0196,Farwaniya,1315.62,40,10.0,2,2024-01-18,false
2024-01-18,ATM_0197,Kuwait City,1402.43,45,34.61,5,2024-01-18,false
2024-01-18,ATM_0198,Farwaniya,869.23,34,32.0,4,2024-01-18,false
2024-01-18,ATM_0202,Kuwait City,882.03,27,26.7,4,2024-01-18,false
2024-01-18,ATM_0204,Kuwait City,1008.31,33,10.51,2,2024-01-18,false
2024-01-18,ATM_0206,Farwaniya,831.16,28,10.0,2,2024-01-18,false
2024-01-18,ATM_0209,Mubarak Al-Kabeer,446.18,13,5.0,1,2024-01-18,false
2024-01-18,ATM_0211,Kuwait City,765.83,32,18.75,3,2024-01-18,false
2024-01-18,ATM_0212,Hawalli,999.1,39,15.38,3,2024-01-18,false
2024-01-18,ATM_0213,Kuwait City,1058.82,41,21.64,4,2024-01-18,false
2024-01-18,ATM_0216,Hawalli,889.78,36,27.44,5,2024-01-18,false
2024-01-18,ATM_0218,Ahmadi,1637.12,42,12.07,2,2024-01-18,false
2024-01-18,ATM_0219,Hawalli,645.7,22,13.13,2,2024-01-18,false
2024-01-18,ATM_0220,Hawalli,799.83,29,22.53,4,2024-01-18,false
2024-01-18,ATM_0222,Hawalli,1090.67,44,20.13,2,2024-01-18,false
2024-01-18,ATM_0223,Mubarak Al-Kabeer,978.23,39,5.0,1,2024-01-18,false
2024-01-18,ATM_0225,Farwaniya,968.13,37,20.93,4,2024-01-18,false
2024-01-18,ATM_0226,Farwaniya,745.16,33,11.1,1,2024-01-18,false
2024-01-18,ATM_0227,Ahmadi,1187.0,39,27.45,4,2024-01-18,false
2024-01-18,ATM_0229,Farwaniya,793.19,29,14.11,2,2024-01-18,false
2024-01-18,ATM_0230,Ahmadi,1606.84,49,15.0,3,2024-01-18,false
2024-01-18,ATM_0232,Ahmadi,855.07,28,17.74,3,2024-01-18,false
2024-01-18,ATM_0233,Farwaniya,934.41,27,6.4,1,2024-01-18,false
2024-01-18,ATM_0234,Kuwait City,786.36,22,10.0,2,2024-01-18,false
2024-01-18,ATM_0235,Jahra,503.35,17,0.0,0,2024-01-18,false
2024-01-18,ATM_0236,Hawalli,625.01,23,0.0,0,2024-01-18,false
2024-01-18,ATM_0239,Kuwait City,596.64,22,5.12,1,2024-01-18,false
2024-01-18,ATM_0240,Kuwait City,958.06,39,16.22,2,2024-01-18,false
2024-01-18,ATM_0243,Kuwait City,983.71,33,33.16,3,2024-01-18,false
2024-01-18,ATM_0245,Ahmadi,498.17,17,5.0,1,2024-01-19,false
2024-01-18,ATM_0247,Kuwait City,1001.81,31,23.01,4,2024-01-20,false
2024-01-18,ATM_0248,Kuwait City,838.0,28,17.03,3,2024-01-18,false
2024-01-18,ATM_0249,Ahmadi,1176.78,43,23.42,4,2024-01-18,false
2024-01-18,ATM_0250,Kuwait City,1012.53,38,45.49,3,2024-01-18,false
2024-01-19,ATM_0002,Kuwait City,1148.24,40,26.27,4,2024-01-19,false
2024-01-19,ATM_0004,Ahmadi,1293.52,45,5.0,1,2024-01-19,false
2024-01-19,ATM_0005,Ahmadi,1059.18,37,5.0,1,2024-01-19,false
2024-01-19,ATM_0006,Ahmadi,1045.64,39,0.0,0,2024-01-19,false
2024-01-19,ATM_0007,Farwaniya,901.43,34,0.0,0,2024-01-19,false
2024-01-19,ATM_0010,Kuwait City,1171.49,43,0.0,0,2024-01-19,false
2024-01-19,ATM_0015,Mubarak Al-Kabeer,841.95,26,11.99,2,2024-01-19,false
2024-01-19,ATM_0016,Kuwait City,779.98,29,16.37,3,2024-01-19,false
2024-01-19,ATM_0019,Jahra,967.62,32,6.57,1,2024-01-19,false
2024-01-19,ATM_0020,Farwaniya,513.1,26,11.39,1,2024-01-19,false
2024-01-19,ATM_0021,Hawalli,1137.75,45,0.0,0,2024-01-19,false
2024-01-19,ATM_0022,Ahmadi,1442.03,39,12.74,2,2024-01-19,false
2024-01-19,ATM_0023,Kuwait City,1226.12,41,14.87,2,2024-01-19,false
2024-01-19,ATM_0026,Hawalli,1317.56,43,24.3,3,2024-01-19,false
2024-01-19,ATM_0027,Hawalli,1142.47,42,15.0,3,2024-01-19,false
2024-01-19,ATM_0028,Jahra,1172.76,34,0.0,0,2024-01-19,false
2024-01-19,ATM_0029,Hawalli,911.66,33,45.46,5,2024-01-19,false
2024-01-19,ATM_0031,Farwaniya,1075.54,39,18.08,3,2024-01-19,false
2024-01-19,ATM_0032,Mubarak Al-Kabeer,526.04,15,0.0,0,2024-01-19,false
2024-01-19,ATM_0033,Kuwait City,844.07,31,6.04,1,2024-01-19,false
2024-01-19,ATM_0034,Jahra,925.13,34,16.74,3,2024-01-19,false
2024-01-19,ATM_0037,Ahmadi,660.5,25,0.0,0,2024-01-19,false
2024-01-19,ATM_0038,Kuwait City,1041.87,37,12.27,1,2024-01-19,false
2024-01-19,ATM_0039,Farwaniya,843.1,26,15.91,2,2024-01-19,false
2024-01-19,ATM_0040,Hawalli,642.17,18,26.68,2,2024-01-19,false
2024-01-19,ATM_0042,Kuwait City,1046.72,37,21.9,3,2024-01-19,false
2024-01-19,ATM_0043,Kuwait City,1406.37,46,20.76,4,2024-01-19,false
2024-01-19,ATM_0044,Mubarak Al-Kabeer,1350.77,53,27.08,4,2024-01-19,false
2024-01-19,ATM_0046,Ahmadi,934.01,38,20.65,4,2024-01-19,false
2024-01-19,ATM_0049,Farwaniya,1064.18,35,24.36,3,2024-01-19,false
2024-01-19,ATM_0050,Kuwait City,1101.33,37,15.2,3,2024-01-20,false
2024-01-19,ATM_0051,Kuwait City,775.26,28,10.43,2,2024-01-19,false
2024-01-19,ATM_0052,Kuwait City,1043.12,26,20.01,2,2024-01-19,false
2024-01-19,ATM_0054,Farwaniya,635.56,22,0.0,0,2024-01-19,false
2024-01-19,ATM_0056,Jahra,734.6,29,10.0,2,2024-01-19,false
2024-01-19,ATM_0058,Jahra,1536.15,44,40.19,6,2024-01-19,false
2024-01-19,ATM_0060,Hawalli,1222.99,41,15.47,3,2024-01-19,false
2024-01-19,ATM_0061,Mubarak Al-Kabeer,518.89,22,25.29,3,2024-01-21,false
2024-01-19,ATM_0063,Ahmadi,1073.15,45,21.79,3,2024-01-19,false
2024-01-19,ATM_0064,Hawalli,1079.82,35,14.18,2,2024-01-19,false
2024-01-19,ATM_0066,Kuwait City,581.73,22,20.6,3,2024-01-19,false
2024-01-19,ATM_0068,Kuwait City,1335.07,35,22.13,3,2024-01-19,false
2024-01-19,ATM_0072,Hawalli,592.05,22,5.0,1,2024-01-19,false
2024-01-19,ATM_0073,Kuwait City,605.67,25,0.0,0,2024-01-19,false
2024-01-19,ATM_0074,Ahmadi,660.31,23,14.15,2,2024-01-19,false
2024-01-19,ATM_0076,Mubarak Al-Kabeer,450.72,18,8.7,1,2024-01-19,false
2024-01-19,ATM_0077,Kuwait City,1403.98,49,15.86,2,2024-01-19,false
2024-01-19,ATM_0078,Jahra,1412.0,31,11.74,2,2024-01-19,false
2024-01-19,ATM_0080,Jahra,1153.94,44,5.0,1,2024-01-19,false
2024-01-19,ATM_0082,Ahmadi,854.84,30,31.66,4,2024-01-19,false
2024-01-19,ATM_0083,Ahmadi,766.65,28,16.52,2,2024-01-19,false
2024-01-19,ATM_0085,Ahmadi,631.16,24,20.0,4,2024-01-19,false
2024-01-19,ATM_0086,Kuwait City,603.26,21,10.0,2,2024-01-19,false
2024-01-19,ATM_0087,Hawalli,889.24,27,10.79,2,2024-01-19,false
2024-01-19,ATM_0088,Hawalli,762.94,27,15.02,3,2024-01-19,false
2024-01-19,ATM_0089,Hawalli,773.88,20,5.0,1,2024-01-19,false
2024-01-19,ATM_0090,Farwaniya,730.13,29,5.0,1,2024-01-19,false
2024-01-19,ATM_0091,Kuwait City,790.83,25,16.79,2,2024-01-19,false
2024-01-19,ATM_0092,Ahmadi,1004.67,22,0.0,0,2024-01-19,false
2024-01-19,ATM_0093,Kuwait City,696.21,25,11.15,2,2024-01-19,false
2024-01-19,ATM_0094,Ahmadi,772.11,30,0.0,0,2024-01-19,false
2024-01-19,ATM_0095,Farwaniya,1171.3,41,10.0,2,2024-01-19,false
2024-01-19,ATM_0097,Kuwait City,1420.74,55,26.0,3,2024-01-19,false
2024-01-19,ATM_0099,Kuwait City,985.02,38,26.75,3,2024-01-19,false
2024-01-19,ATM_0100,Kuwait City,765.5,20,8.83,1,2024-01-19,false
2024-01-19,ATM_0101,Hawalli,1374.03,51,23.21,4,2024-01-19,false
2024-01-19,ATM_0102,Ahmadi,963.43,28,0.0,0,2024-01-19,false
2024-01-19,ATM_0103,Hawalli,747.29,29,20.91,4,2024-01-19,false
2024-01-19,ATM_0104,Farwaniya,1270.82,45,21.07,4,2024-01-19,false
2024-01-19,ATM_0106,Farwaniya,794.14,34,9.13,1,2024-01-19,false
2024-01-19,ATM_0108,Mubarak Al-Kabeer,929.79,38,10.08,1,2024-01-19,false
2024-01-19,ATM_0109,Kuwait City,937.03,35,20.11,4,2024-01-19,false
2024-01-19,ATM_0110,Farwaniya,854.52,33,24.2,4,2024-01-19,false
2024-01-19,ATM_0114,Farwaniya,1100.77,29,32.98,5,2024-01-19,false
2024-01-19,ATM_0115,Hawalli,1304.73,38,5.0,1,2024-01-19,false
2024-01-19,ATM_0116,Kuwait City,1026.48,32,16.4,3,2024-01-19,false
2024-01-19,ATM_0117,Kuwait City,1054.81,31,19.03,2,2024-01-19,false
2024-01-19,ATM_0118,Mubarak Al-Kabeer,1068.27,25,0.0,0,2024-01-19,false
2024-01-19,ATM_0121,Kuwait City,1407.46,52,10.0,2,2024-01-19,false
2024-01-19,ATM_0122,Ahmadi,1348.22,32,5.0,1,2024-01-19,false
2024-01-19,ATM_0123,Kuwait City,574.32,21,6.5,1,2024-01-19,false
2024-01-19,ATM_0125,Farwaniya,1168.81,47,10.0,2,2024-01-19,false
