dt,atm_id,region,starting_cash_kwd,withdrawn_kwd,deposited_kwd,replenished_kwd,ending_cash_kwd,cashout_flag,notes
2023-06-07,ATM_0037,Ahmadi,4793.35,865.39,15.02,880.0,4876.37,0,replenish
2023-06-07,ATM_0038,Kuwait City,4358.25,1125.43,0.0,2300.0,5475.1,0,replenish
2023-06-07,ATM_0039,Farwaniya,5250.92,826.71,5.0,0.0,4394.1,0,
2023-06-07,ATM_0040,Hawalli,3474.21,623.31,21.18,1370.0,4197.99,0,replenish
2023-06-07,ATM_0042,Kuwait City,5341.43,1417.18,34.06,2560.0,6473.02,0,replenish
2023-06-07,ATM_0043,Kuwait City,7050.01,1162.75,10.45,0.0,5967.49,0,
2023-06-07,ATM_0044,Mubarak Al-Kabeer,7699.94,966.57,12.98,0.0,6737.62,0,
2023-06-07,ATM_0046,Ahmadi,5947.71,1234.85,32.94,1140.0,5829.23,0,replenish
2023-06-07,ATM_0049,Farwaniya,4261.3,969.3,20.11,2040.0,5283.31,0,replenish
2023-06-07,ATM_0050,Kuwait City,6473.96,1479.43,32.67,0.0,5074.72,0,
2023-06-07,ATM_0051,Kuwait City,4181.48,747.51,27.19,0.0,3436.89,0,
2023-06-07,ATM_0052,Kuwait City,4250.92,925.23,0.0,0.0,3314.17,0,
2023-06-07,ATM_0054,Farwaniya,43717.96,631.26,17.82,0.0,43033.01,0,
2023-06-07,ATM_0056,Jahra,4082.07,892.48,12.07,1630.0,4777.04,0,replenish
2023-06-07,ATM_0058,Jahra,4798.46,1031.8,11.48,2830.0,6637.45,0,replenish
2023-06-07,ATM_0060,Hawalli,4625.11,1263.63,15.53,2810.0,6261.07,0,replenish
2023-06-07,ATM_0061,Mubarak Al-Kabeer,3600.07,551.06,35.32,1250.0,4303.1,0,replenish
2023-06-07,ATM_0063,Ahmadi,4512.69,1183.17,48.75,2170.0,5559.17,0,replenish
2023-06-07,ATM_0064,Hawalli,4658.86,787.23,38.74,1490.0,5387.35,0,replenish
2023-06-07,ATM_0068,Kuwait City,4256.95,605.51,11.62,0.0,3633.84,0,
2023-06-07,ATM_0072,Hawalli,3805.7,1160.14,0.0,1750.0,4342.76,0,replenish
2023-06-07,ATM_0073,Kuwait City,2964.44,662.92,6.71,1080.0,3430.61,0,replenish
2023-06-07,ATM_0074,Ahmadi,4454.89,961.12,5.0,1910.0,5424.02,0,replenish
2023-06-07,ATM_0076,Mubarak Al-Kabeer,3977.95,917.21,16.01,1520.0,4551.65,0,replenish
2023-06-07,ATM_0077,Kuwait City,6065.84,1241.36,68.17,0.0,4860.92,0,data_gap (estimated)
2023-06-07,ATM_0078,Jahra,3238.99,729.9,5.57,1760.0,4257.78,0,replenish
2023-06-07,ATM_0080,Jahra,5839.46,1410.27,18.35,1460.0,5875.86,0,replenish
2023-06-07,ATM_0082,Ahmadi,3179.43,779.63,21.84,2010.0,4418.94,0,replenish
2023-06-07,ATM_0083,Ahmadi,3424.17,951.22,0.0,1670.0,4084.81,0,replenish
2023-06-07,ATM_0085,Ahmadi,3942.82,585.5,18.43,0.0,3329.3,0,
2023-06-07,ATM_0086,Kuwait City,3817.19,935.15,5.0,940.0,3805.69,0,replenish
2023-06-07,ATM_0087,Hawalli,3925.22,533.59,0.0,1490.0,4835.47,0,replenish
2023-06-07,ATM_0088,Hawalli,3418.24,1473.22,23.7,1580.0,3573.12,0,replenish
2023-06-07,ATM_0089,Hawalli,4013.82,636.1,0.0,0.0,3362.41,0,
2023-06-07,ATM_0090,Farwaniya,2798.41,598.91,6.48,1290.0,3493.72,0,replenish
2023-06-07,ATM_0091,Kuwait City,4168.41,814.4,15.11,0.0,3385.77,0,
2023-06-07,ATM_0092,Ahmadi,4548.75,794.13,0.0,0.0,3703.13,0,
2023-06-07,ATM_0093,Kuwait City,3685.71,672.77,12.61,1270.0,4313.69,0,replenish
2023-06-07,ATM_0095,Farwaniya,3616.41,974.21,5.0,1950.0,4665.59,0,replenish
2023-06-07,ATM_0097,Kuwait City,6979.34,1486.65,32.4,1370.0,6933.61,0,replenish
2023-06-07,ATM_0099,Kuwait City,4776.14,1121.65,30.0,2810.0,6478.1,0,replenish
2023-06-07,ATM_0100,Kuwait City,3786.46,760.67,0.0,1340.0,4311.2,0,replenish
2023-06-07,ATM_0101,Hawalli,5281.49,862.5,10.0,0.0,4373.05,0,
2023-06-07,ATM_0102,Ahmadi,4517.2,754.93,0.0,0.0,3814.34,0,
2023-06-07,ATM_0104,Farwaniya,6425.08,1283.0,27.54,0.0,5125.57,0,
2023-06-07,ATM_0106,Farwaniya,3706.69,493.68,24.03,0.0,3220.76,0,
2023-06-07,ATM_0108,Mubarak Al-Kabeer,6240.33,1276.07,20.7,0.0,5046.67,0,
2023-06-07,ATM_0109,Kuwait City,5420.94,1226.15,17.17,0.0,4247.32,0,
2023-06-07,ATM_0110,Farwaniya,4412.13,988.95,7.12,0.0,3442.93,0,
2023-06-07,ATM_0114,Farwaniya,3477.13,528.32,0.0,1040.0,4001.96,0,replenish
2023-06-07,ATM_0115,Hawalli,4954.88,1141.0,193.99,0.0,3956.59,0,data_gap (estimated)
2023-06-07,ATM_0116,Kuwait City,5116.25,824.31,16.1,0.0,4268.07,0,
2023-06-07,ATM_0117,Kuwait City,6162.31,1126.07,14.82,1140.0,6117.86,0,replenish
2023-06-07,ATM_0118,Mubarak Al-Kabeer,3625.32,736.55,18.4,1570.0,4431.88,0,replenish
2023-06-07,ATM_0121,Kuwait City,6329.38,1176.36,11.7,1080.0,6162.44,0,replenish
2023-06-07,ATM_0122,Ahmadi,5156.42,1009.04,12.68,2320.0,6541.79,0,replenish
2023-06-07,ATM_0123,Kuwait City,3270.31,887.96,0.0,1600.0,4003.39,0,replenish
2023-06-07,ATM_0125,Farwaniya,4885.31,920.49,17.33,0.0,4006.38,0,
2023-06-07,ATM_0128,Hawalli,4696.09,1076.42,5.0,2110.0,5719.68,0,replenish
2023-06-07,ATM_0130,Kuwait City,5555.39,1137.56,23.61,0.0,4483.1,0,
2023-06-07,ATM_0132,Hawalli,4005.89,689.14,0.0,0.0,3349.81,0,
2023-06-07,ATM_0133,Mubarak Al-Kabeer,4051.75,1041.51,15.56,0.0,3016.7,0,
2023-06-07,ATM_0134,Kuwait City,2641.54,561.15,42.37,1310.0,3451.25,0,replenish
2023-06-07,ATM_0138,Jahra,3851.87,921.77,25.82,0.0,2919.55,0,
2023-06-07,ATM_0139,Mubarak Al-Kabeer,5100.68,1018.53,17.84,0.0,4093.55,0,
2023-06-07,ATM_0140,Hawalli,3789.92,883.22,0.0,2170.0,5007.7,0,replenish
2023-06-07,ATM_0142,Farwaniya,5158.57,757.57,16.48,0.0,4368.92,0,
2023-06-07,ATM_0143,Kuwait City,6913.78,1276.12,113.66,0.0,5817.11,0,data_gap (estimated)
2023-06-07,ATM_0145,Farwaniya,4643.43,902.78,17.47,1830.0,5571.91,0,replenish
2023-06-07,ATM_0148,Kuwait City,5780.22,1520.85,33.46,2990.0,7253.85,0,replenish
2023-06-07,ATM_0150,Kuwait City,5731.23,958.17,10.42,0.0,4771.18,0,
2023-06-07,ATM_0152,Kuwait City,3918.77,950.93,116.65,1650.0,4676.52,0,replenish; data_gap (estimated)
2023-06-07,ATM_0153,Hawalli,3614.1,752.27,17.23,0.0,2863.18,0,
2023-06-07,ATM_0154,Kuwait City,3185.74,887.58,21.78,1930.0,4254.11,0,replenish
2023-06-07,ATM_0155,Ahmadi,4093.53,1014.83,24.38,1070.0,4137.9,0,replenish
2023-06-07,ATM_0156,Mubarak Al-Kabeer,19541.27,766.24,19.56,0.0,18989.9,0,
2023-06-07,ATM_0157,Jahra,5214.11,1088.82,28.66,0.0,4214.06,0,
2023-06-07,ATM_0158,Jahra,4368.43,866.83,16.54,880.0,4402.11,0,replenish
2023-06-07,ATM_0161,Kuwait City,5074.78,907.34,15.23,0.0,4195.07,0,
2023-06-07,ATM_0163,Farwaniya,5315.56,1270.84,15.88,1290.0,5272.48,0,replenish
2023-06-07,ATM_0164,Kuwait City,6643.96,794.91,15.0,0.0,5919.85,0,
2023-06-07,ATM_0165,Kuwait City,3925.46,1228.84,16.48,1300.0,4020.16,0,replenish
2023-06-07,ATM_0166,Jahra,4095.0,837.32,17.48,2400.0,5727.13,0,replenish
2023-06-07,ATM_0167,Ahmadi,4888.37,884.61,5.0,900.0,4977.45,0,replenish
2023-06-07,ATM_0168,Ahmadi,4708.0,889.79,10.0,2190.0,6060.72,0,replenish
2023-06-07,ATM_0170,Farwaniya,2848.65,388.97,9.78,1180.0,3698.25,0,replenish
2023-06-07,ATM_0171,Kuwait City,4116.46,797.23,0.0,1620.0,4945.48,0,replenish
2023-06-07,ATM_0172,Kuwait City,6589.22,1178.89,8.22,0.0,5371.03,0,
2023-06-07,ATM_0173,Mubarak Al-Kabeer,3248.76,317.85,5.0,1540.0,4409.93,0,replenish
2023-06-07,ATM_0179,Ahmadi,3726.98,858.65,6.06,1490.0,4376.89,0,replenish
2023-06-07,ATM_0181,Farwaniya,6158.72,1235.7,21.21,1170.0,6199.79,0,replenish
2023-06-07,ATM_0184,Farwaniya,3957.72,864.56,25.09,1740.0,4819.78,0,replenish
2023-06-07,ATM_0185,Hawalli,2943.54,745.74,44.25,1390.0,3597.75,0,replenish; data_gap (estimated)
2023-06-07,ATM_0186,Hawalli,3376.61,799.49,34.57,1460.0,4092.39,0,replenish
2023-06-07,ATM_0187,Mubarak Al-Kabeer,3691.36,1279.73,28.03,1370.0,3820.53,0,replenish
2023-06-07,ATM_0189,Hawalli,4982.59,760.39,10.12,0.0,4186.9,0,
2023-06-07,ATM_0190,Jahra,5844.79,931.55,5.0,0.0,4973.16,0,
2023-06-07,ATM_0191,Hawalli,5581.68,1229.57,5.0,1220.0,5572.02,0,replenish
2023-06-07,ATM_0192,Kuwait City,3874.48,595.68,5.56,0.0,3301.31,0,
2023-06-07,ATM_0194,Hawalli,4351.1,939.3,5.0,1000.0,4410.38,0,replenish
2023-06-07,ATM_0195,Hawalli,5435.42,1445.53,29.12,1540.0,5589.87,0,replenish
2023-06-07,ATM_0196,Farwaniya,5040.81,946.01,35.99,840.0,4958.52,0,replenish
2023-06-07,ATM_0197,Kuwait City,5302.78,1128.61,14.58,2020.0,6135.0,0,replenish
2023-06-07,ATM_0198,Farwaniya,4602.05,677.71,14.29,0.0,3921.11,0,
2023-06-07,ATM_0204,Kuwait City,3547.38,1122.28,24.5,1950.0,4345.64,0,replenish
2023-06-07,ATM_0206,Farwaniya,5175.16,1033.8,11.38,0.0,4116.04,0,
2023-06-07,ATM_0209,Mubarak Al-Kabeer,3190.53,514.08,13.01,0.0,2655.51,0,
2023-06-07,ATM_0211,Kuwait City,3804.3,471.86,0.0,0.0,3329.76,0,
2023-06-07,ATM_0212,Hawalli,4309.13,904.82,15.75,1430.0,4920.62,0,replenish
2023-06-07,ATM_0213,Kuwait City,6496.53,1081.37,17.13,0.0,5447.15,0,
2023-06-07,ATM_0216,Hawalli,3486.33,661.3,5.13,1870.0,4688.03,0,replenish
2023-06-07,ATM_0218,Ahmadi,4731.41,1003.73,18.97,2020.0,5752.48,0,replenish
2023-06-07,ATM_0219,Hawalli,4314.75,1083.96,0.0,1180.0,4459.35,0,replenish
2023-06-07,ATM_0220,Hawalli,4387.56,856.65,0.0,0.0,3526.12,0,
2023-06-07,ATM_0222,Hawalli,4804.34,847.09,10.02,1890.0,5777.15,0,replenish
2023-06-07,ATM_0223,Mubarak Al-Kabeer,4411.66,1057.14,174.25,1510.0,4983.5,0,replenish; data_gap (estimated)
2023-06-07,ATM_0225,Farwaniya,4842.11,765.23,13.02,0.0,4031.1,0,
2023-06-07,ATM_0226,Farwaniya,4373.89,613.71,29.19,0.0,3827.8,0,
2023-06-07,ATM_0229,Farwaniya,5877.62,741.41,8.16,0.0,5196.77,0,
2023-06-07,ATM_0230,Ahmadi,7659.66,1717.59,269.29,0.0,6167.36,0,data_gap (estimated)
2023-06-07,ATM_0232,Ahmadi,2973.01,721.94,31.55,1820.0,4091.17,0,replenish
2023-06-07,ATM_0234,Kuwait City,5486.37,1219.98,5.0,1350.0,5603.02,0,replenish
2023-06-07,ATM_0235,Jahra,61133.6,807.6,14.33,0.0,61023.71,0,
2023-06-07,ATM_0236,Hawalli,4838.93,1509.75,12.0,1640.0,4927.46,0,replenish
2023-06-07,ATM_0239,Kuwait City,3940.35,866.65,5.0,1540.0,4582.7,0,replenish
2023-06-07,ATM_0240,Kuwait City,5360.87,741.64,10.07,0.0,4641.11,0,
2023-06-07,ATM_0243,Kuwait City,4750.21,1082.22,5.0,2320.0,6077.04,0,replenish
2023-06-07,ATM_0244,Ahmadi,7538.63,1130.44,12.4,0.0,6515.66,0,
2023-06-07,ATM_0245,Ahmadi,3736.84,962.52,10.17,2080.0,4897.17,0,replenish
2023-06-07,ATM_0247,Kuwait City,4025.59,992.85,12.62,1540.0,4580.98,0,replenish
2023-06-07,ATM_0248,Kuwait City,4691.31,1516.54,38.97,1660.0,4857.55,0,replenish
2023-06-07,ATM_0249,Ahmadi,5639.4,1032.86,10.63,0.0,4684.55,0,
2023-06-08,ATM_0001,Hawalli,4851.71,721.94,16.68,0.0,4193.74,0,
2023-06-08,ATM_0002,Kuwait City,4904.5,943.03,22.81,1580.0,5611.36,0,replenish
2023-06-08,ATM_0003,Farwaniya,7096.84,1380.17,116.31,0.0,5787.54,0,data_gap (estimated)
2023-06-08,ATM_0004,Ahmadi,5501.81,711.93,10.0,0.0,4772.5,0,
2023-06-08,ATM_0006,Ahmadi,40647.8,619.39,8.11,0.0,39597.83,0,
2023-06-08,ATM_0007,Farwaniya,5394.14,1278.65,29.96,0.0,4156.61,0,
2023-06-08,ATM_0010,Kuwait City,6468.34,1048.71,26.56,0.0,5473.48,0,
2023-06-08,ATM_0015,Mubarak Al-Kabeer,4243.06,834.14,80.36,0.0,3517.84,0,data_gap (estimated)
2023-06-08,ATM_0017,Farwaniya,3733.11,919.94,15.0,1980.0,4756.72,0,replenish
2023-06-08,ATM_0019,Jahra,5694.77,1037.96,15.0,0.0,4700.16,0,
2023-06-08,ATM_0020,Farwaniya,3384.86,767.96,84.02,0.0,2714.96,0,data_gap (estimated)
2023-06-08,ATM_0021,Hawalli,6081.22,1217.39,23.1,1310.0,6224.97,0,replenish
2023-06-08,ATM_0023,Kuwait City,4051.58,1040.74,5.0,2460.0,5491.44,0,replenish
2023-06-08,ATM_0026,Hawalli,6900.88,1225.46,35.28,1230.0,6966.82,0,replenish
2023-06-08,ATM_0028,Jahra,4295.71,1036.35,23.43,2760.0,6085.15,0,replenish
2023-06-08,ATM_0029,Hawalli,5299.15,707.87,17.39,1670.0,6355.95,0,replenish
2023-06-08,ATM_0030,Farwaniya,4875.35,691.67,0.0,0.0,4192.03,0,
2023-06-08,ATM_0031,Farwaniya,4617.85,982.74,12.89,2000.0,5668.82,0,replenish
2023-06-08,ATM_0032,Mubarak Al-Kabeer,4325.65,846.44,5.3,0.0,3491.89,0,
2023-06-08,ATM_0033,Kuwait City,5118.72,941.8,0.0,970.0,5145.67,0,replenish
2023-06-08,ATM_0034,Jahra,5764.39,897.12,33.56,1000.0,5890.17,0,replenish
2023-06-08,ATM_0037,Ahmadi,4876.37,857.06,22.97,730.0,4708.95,0,replenish
2023-06-08,ATM_0038,Kuwait City,5475.1,829.65,0.0,0.0,4596.26,0,
2023-06-08,ATM_0039,Farwaniya,4394.1,890.45,5.0,1620.0,5073.03,0,replenish
2023-06-08,ATM_0040,Hawalli,4197.99,755.65,15.1,780.0,4291.45,0,replenish
2023-06-08,ATM_0042,Kuwait City,6473.02,1155.07,20.11,1150.0,6529.65,0,replenish
2023-06-08,ATM_0043,Kuwait City,5967.49,1409.48,53.51,2420.0,6981.49,0,replenish
2023-06-08,ATM_0044,Mubarak Al-Kabeer,6737.62,1034.32,86.32,0.0,5829.55,0,data_gap (estimated)
2023-06-08,ATM_0046,Ahmadi,5829.23,1471.91,24.44,1580.0,5897.22,0,replenish
2023-06-08,ATM_0049,Farwaniya,5283.31,834.31,12.25,0.0,4509.23,0,
2023-06-08,ATM_0050,Kuwait City,5074.72,1275.66,20.95,2710.0,6545.48,0,replenish
2023-06-08,ATM_0051,Kuwait City,3436.89,819.91,15.0,1470.0,4047.84,0,replenish
2023-06-08,ATM_0052,Kuwait City,3314.17,1011.06,21.27,1900.0,4270.64,0,replenish
2023-06-08,ATM_0054,Farwaniya,43033.01,783.47,6.25,0.0,42127.19,0,
2023-06-08,ATM_0056,Jahra,4777.04,965.71,12.39,0.0,3820.68,0,
2023-06-08,ATM_0058,Jahra,6637.45,942.12,0.0,0.0,5644.56,0,
2023-06-08,ATM_0060,Hawalli,6261.07,692.47,31.4,0.0,5596.67,0,
2023-06-08,ATM_0061,Mubarak Al-Kabeer,4303.1,626.38,35.09,0.0,3752.93,0,
2023-06-08,ATM_0063,Ahmadi,5559.17,802.12,12.32,0.0,4743.3,0,
2023-06-08,ATM_0064,Hawalli,5387.35,1427.03,5.08,1520.0,5548.13,0,replenish
2023-06-08,ATM_0068,Kuwait City,3633.84,847.11,130.82,1310.0,4206.6,0,replenish; data_gap (estimated)
2023-06-08,ATM_0072,Hawalli,4342.76,670.97,15.87,0.0,3705.28,0,
2023-06-08,ATM_0073,Kuwait City,3430.61,675.55,13.75,0.0,2742.99,0,
2023-06-08,ATM_0074,Ahmadi,5424.02,991.87,11.44,0.0,4507.37,0,
2023-06-08,ATM_0076,Mubarak Al-Kabeer,4551.65,890.07,10.74,0.0,3667.9,0,
2023-06-08,ATM_0077,Kuwait City,4860.92,1069.4,10.81,2320.0,6045.41,0,replenish
2023-06-08,ATM_0078,Jahra,4257.78,830.61,22.47,0.0,3479.11,0,
2023-06-08,ATM_0080,Jahra,5875.86,1140.89,28.01,0.0,4831.86,0,
2023-06-08,ATM_0082,Ahmadi,4418.94,540.21,12.0,0.0,3867.17,0,
2023-06-08,ATM_0083,Ahmadi,4084.81,601.61,0.0,0.0,3493.37,0,
2023-06-08,ATM_0085,Ahmadi,3329.3,1025.14,10.0,1700.0,3991.32,0,replenish
2023-06-08,ATM_0086,Kuwait City,3805.69,621.6,21.25,0.0,3220.12,0,
2023-06-08,ATM_0087,Hawalli,4835.47,776.22,10.0,0.0,4016.9,0,
2023-06-08,ATM_0088,Hawalli,3573.12,841.54,116.01,730.0,3536.1,0,replenish; data_gap (estimated)
2023-06-08,ATM_0089,Hawalli,3362.41,828.39,136.52,1380.0,4004.98,0,replenish; data_gap (estimated)
2023-06-08,ATM_0090,Farwaniya,3493.72,516.58,0.0,0.0,3017.09,0,
2023-06-08,ATM_0091,Kuwait City,3385.77,643.09,5.0,1380.0,4186.5,0,replenish
2023-06-08,ATM_0092,Ahmadi,3703.13,1014.45,82.39,1820.0,4579.13,0,replenish; data_gap (estimated)
2023-06-08,ATM_0093,Kuwait City,4313.69,975.42,22.1,0.0,3319.55,0,
2023-06-08,ATM_0095,Farwaniya,4665.59,666.55,19.57,0.0,4069.08,0,
2023-06-08,ATM_0097,Kuwait City,6933.61,1265.49,20.0,1220.0,6958.29,0,replenish
2023-06-08,ATM_0099,Kuwait City,6478.1,1006.1,42.16,0.0,5434.17,0,
2023-06-08,ATM_0100,Kuwait City,4311.2,752.05,10.0,0.0,3594.87,0,
2023-06-08,ATM_0101,Hawalli,4373.05,973.23,13.43,1870.0,5333.42,0,replenish
2023-06-08,ATM_0102,Ahmadi,3814.34,739.65,46.49,1300.0,4448.85,0,replenish
2023-06-08,ATM_0103,Hawalli,48587.73,502.5,5.0,0.0,48574.39,0,
2023-06-08,ATM_0104,Farwaniya,5125.57,877.14,0.0,2070.0,6265.69,0,replenish
2023-06-08,ATM_0106,Farwaniya,3220.76,645.42,56.46,960.0,3539.32,0,replenish; data_gap (estimated)
2023-06-08,ATM_0108,Mubarak Al-Kabeer,5046.67,1285.68,168.62,2220.0,6202.89,0,replenish; data_gap (estimated)
2023-06-08,ATM_0109,Kuwait City,4247.32,859.52,15.73,1950.0,5326.54,0,replenish
2023-06-08,ATM_0110,Farwaniya,3442.93,962.25,5.0,1960.0,4488.73,0,replenish
2023-06-08,ATM_0114,Farwaniya,4001.96,793.19,75.48,0.0,3255.68,0,data_gap (estimated)
2023-06-08,ATM_0115,Hawalli,3956.59,953.65,10.25,1940.0,4993.23,0,replenish
2023-06-08,ATM_0116,Kuwait City,4268.07,624.09,5.0,1270.0,4988.06,0,replenish
2023-06-08,ATM_0117,Kuwait City,6117.86,1536.7,18.54,1710.0,6246.54,0,replenish
2023-06-08,ATM_0118,Mubarak Al-Kabeer,4431.88,679.27,0.0,0.0,3787.81,0,
2023-06-08,ATM_0121,Kuwait City,6162.44,1465.75,22.7,1580.0,6300.74,0,replenish
2023-06-08,ATM_0122,Ahmadi,6541.79,1291.33,10.32,0.0,5271.73,0,
2023-06-08,ATM_0123,Kuwait City,4003.39,641.6,0.0,580.0,3904.66,0,replenish
2023-06-08,ATM_0125,Farwaniya,4006.38,1059.65,27.21,2010.0,5045.65,0,replenish
2023-06-08,ATM_0128,Hawalli,5719.68,1168.88,38.91,0.0,4524.32,0,
2023-06-08,ATM_0130,Kuwait City,4483.1,1424.48,6.24,2590.0,5692.92,0,replenish
2023-06-08,ATM_0132,Hawalli,3349.81,672.23,10.48,1350.0,4075.19,0,replenish
2023-06-08,ATM_0133,Mubarak Al-Kabeer,3016.7,568.25,15.0,1590.0,4112.25,0,replenish
2023-06-08,ATM_0134,Kuwait City,3451.25,618.12,29.17,0.0,2844.1,0,
2023-06-08,ATM_0138,Jahra,2919.55,503.15,5.0,1410.0,3784.82,0,replenish
2023-06-08,ATM_0139,Mubarak Al-Kabeer,4093.55,1182.16,130.06,2120.0,5214.17,0,replenish; data_gap (estimated)
2023-06-08,ATM_0140,Hawalli,5007.7,736.12,10.8,0.0,4247.13,0,
2023-06-08,ATM_0142,Farwaniya,4368.92,640.86,27.11,1360.0,5136.93,0,replenish
2023-06-08,ATM_0143,Kuwait City,5817.11,1060.55,24.5,2030.0,6905.14,0,replenish
2023-06-08,ATM_0145,Farwaniya,5571.91,756.22,5.0,0.0,4759.17,0,
2023-06-08,ATM_0148,Kuwait City,7253.85,1030.02,28.51,0.0,6186.96,0,
2023-06-08,ATM_0150,Kuwait City,4771.18,973.94,30.86,1770.0,5542.37,0,replenish
2023-06-08,ATM_0152,Kuwait City,4676.52,570.85,0.0,0.0,4164.77,0,
2023-06-08,ATM_0153,Hawalli,2863.18,792.79,17.18,1470.0,3551.43,0,replenish
2023-06-08,ATM_0154,Kuwait City,4254.11,466.14,0.0,0.0,3742.33,0,
2023-06-08,ATM_0155,Ahmadi,4137.9,870.96,5.53,0.0,3263.58,0,
2023-06-08,ATM_0156,Mubarak Al-Kabeer,18989.9,586.8,5.0,0.0,18548.66,0,
2023-06-08,ATM_0157,Jahra,4214.06,1085.36,108.01,2060.0,5237.32,0,replenish; data_gap (estimated)
2023-06-08,ATM_0158,Jahra,4402.11,787.3,94.59,0.0,3731.1,0,data_gap (estimated)
2023-06-08,ATM_0161,Kuwait City,4195.07,1116.45,10.0,2000.0,5019.79,0,replenish
2023-06-08,ATM_0163,Farwaniya,5272.48,1213.71,16.97,1310.0,5459.4,0,replenish
2023-06-08,ATM_0164,Kuwait City,5919.85,1122.39,17.4,0.0,4827.6,0,
2023-06-08,ATM_0165,Kuwait City,4020.16,758.78,0.0,760.0,3990.64,0,replenish
2023-06-08,ATM_0166,Jahra,5727.13,728.94,5.96,0.0,4952.69,0,
2023-06-08,ATM_0167,Ahmadi,4977.45,1252.65,39.25,1230.0,5022.28,0,replenish
2023-06-08,ATM_0168,Ahmadi,6060.72,1027.89,15.96,0.0,5120.01,0,
2023-06-08,ATM_0170,Farwaniya,3698.25,542.17,0.0,500.0,3625.29,0,replenish
2023-06-08,ATM_0171,Kuwait City,4945.48,1023.0,6.87,0.0,3950.04,0,
2023-06-08,ATM_0172,Kuwait City,5371.03,1066.66,11.76,2300.0,6585.94,0,replenish
2023-06-08,ATM_0173,Mubarak Al-Kabeer,4409.93,1019.18,10.35,1110.0,4525.52,0,replenish
2023-06-08,ATM_0179,Ahmadi,4376.89,818.8,5.0,850.0,4455.42,0,replenish
2023-06-08,ATM_0181,Farwaniya,6199.79,1089.54,15.0,940.0,6122.92,0,replenish
2023-06-08,ATM_0184,Farwaniya,4819.78,786.44,6.11,0.0,4097.44,0,
2023-06-08,ATM_0185,Hawalli,3597.75,632.89,0.0,0.0,2938.42,0,
2023-06-08,ATM_0186,Hawalli,4092.39,569.59,10.0,0.0,3514.03,0,
2023-06-08,ATM_0187,Mubarak Al-Kabeer,3820.53,956.03,12.04,1000.0,3887.9,0,replenish
2023-06-08,ATM_0189,Hawalli,4186.9,769.88,13.92,0.0,3408.26,0,
2023-06-08,ATM_0190,Jahra,4973.16,636.17,13.08,0.0,4327.89,0,
2023-06-08,ATM_0191,Hawalli,5572.02,1104.47,19.78,0.0,4482.24,0,
2023-06-08,ATM_0192,Kuwait City,3301.31,842.06,20.74,1490.0,3924.01,0,replenish
2023-06-08,ATM_0194,Hawalli,4410.38,1281.56,20.2,0.0,3166.28,0,
2023-06-08,ATM_0195,Hawalli,5589.87,1170.99,0.0,0.0,4441.43,0,
2023-06-08,ATM_0196,Farwaniya,4958.52,1009.39,5.89,1020.0,5015.87,0,replenish
2023-06-08,ATM_0197,Kuwait City,6135.0,1287.22,195.56,1130.0,6113.83,0,replenish; data_gap (estimated)
2023-06-08,ATM_0198,Farwaniya,3921.11,1035.13,9.01,1720.0,4552.82,0,replenish
2023-06-08,ATM_0204,Kuwait City,4345.64,724.64,10.0,0.0,3661.15,0,
2023-06-08,ATM_0206,Farwaniya,4116.04,1137.25,181.78,1990.0,5089.44,0,replenish; data_gap (estimated)
2023-06-08,ATM_0209,Mubarak Al-Kabeer,2655.51,431.89,0.0,900.0,3157.98,0,replenish
2023-06-08,ATM_0211,Kuwait City,3329.76,962.97,5.0,1480.0,3802.06,0,replenish
2023-06-08,ATM_0212,Hawalli,4920.62,899.11,17.09,0.0,4022.55,0,
2023-06-08,ATM_0213,Kuwait City,5447.15,1087.51,41.08,2120.0,6430.83,0,replenish
2023-06-08,ATM_0216,Hawalli,4688.03,648.34,30.83,0.0,4035.4,0,
2023-06-08,ATM_0218,Ahmadi,5752.48,1367.85,14.12,1430.0,5814.62,0,replenish
2023-06-08,ATM_0219,Hawalli,4459.35,1019.88,21.48,0.0,3437.42,0,
2023-06-08,ATM_0220,Hawalli,3526.12,723.17,17.66,1600.0,4364.81,0,replenish
2023-06-08,ATM_0222,Hawalli,5777.15,1408.72,25.76,0.0,4337.95,0,
2023-06-08,ATM_0223,Mubarak Al-Kabeer,4983.5,1423.28,22.99,1540.0,5161.06,0,replenish
2023-06-08,ATM_0225,Farwaniya,4031.1,810.58,5.0,1630.0,4805.78,0,replenish
2023-06-08,ATM_0226,Farwaniya,3827.8,777.32,0.0,1290.0,4327.3,0,replenish
2023-06-08,ATM_0229,Farwaniya,5196.77,848.72,0.0,0.0,4393.95,0,
2023-06-08,ATM_0230,Ahmadi,6167.36,1163.48,7.05,2640.0,7550.35,0,replenish
2023-06-08,ATM_0232,Ahmadi,4091.17,601.64,10.0,0.0,3461.31,0,
2023-06-08,ATM_0234,Kuwait City,5603.02,1221.49,15.0,0.0,4441.71,0,
2023-06-08,ATM_0235,Jahra,61023.71,591.87,28.32,0.0,61184.84,0,
2023-06-08,ATM_0236,Hawalli,4927.46,902.04,0.0,0.0,3999.4,0,
2023-06-08,ATM_0239,Kuwait City,4582.7,897.03,26.04,0.0,3685.81,0,
2023-06-08,ATM_0240,Kuwait City,4641.11,1103.38,11.97,1860.0,5410.87,0,replenish
2023-06-08,ATM_0243,Kuwait City,6077.04,712.75,0.0,0.0,5429.16,0,
